馬名,系統,category,距離,成長,ダート,体質,気性,実績,底力,安定,非凡,天性,父,父父,父父父,父父父父,父父母父,父母父,父母父父,父母母父,母父,母父父,母父父父,母父母父,母母父,母母父父,母母母父,pa:父,pa:父父,pa:父父父,pa:父父父父,pa:父父母父,pa:父母父,pa:父母父父,pa:父母母父,pa:母父,pa:母父父,pa:母父父父,pa:母父母父,pa:母母父,pa:母母父父,pa:母母母父,chi:父,chi:父父,chi:父父父,chi:父父父父,chi:父父母父,chi:父母父,chi:父母父父,chi:父母母父,chi:母父,chi:母父父,chi:母父父父,chi:母父母父,chi:母母父,chi:母母父父,chi:母母母父
バトルプラン,レイズアネイティヴ系,5,1600m〜2000m,普通,〇,C,B,C,B,B,,,エンパイアメーカー,Unbridled,ファピアノ,ミスタープロスペクター,Le Fabuleux,エルグランセニョール,ノーザンダンサー,インリアリティ,シーキングザゴールド,ミスタープロスペクター,Raise a Native,バックパサー,ストームバード,ノーザンダンサー,セクレタリアト,Native Dancer,Native Dancer,Native Dancer,Native Dancer,St.Simon,Nearctic,Nearctic,Matchem,Native Dancer,Native Dancer,Native Dancer,Tom Fool,Nearctic,Nearctic,Nasrullah,レイズアネイティヴ系,レイズアネイティヴ系,レイズアネイティヴ系,レイズアネイティヴ系,ワイルドリスク系,ノーザンダンサー系,ノーザンダンサー系,インテント系,レイズアネイティヴ系,レイズアネイティヴ系,レイズアネイティヴ系,トムフール系,ノーザンダンサー系,ノーザンダンサー系,ボールドルーラー系
バランスオブゲーム,ノーザンダンサー系,5,1600m〜2200m,普通,〇,B,B,C,C,C,,,フサイチコンコルド,カーリアン,ニジンスキー,ノーザンダンサー,ラウンドテーブル,サドラーズウェルズ,ノーザンダンサー,イングリッシュプリンス,アレミロード,トムロルフ,Ribot,Bold Reasoning,ディクタス,Sanctus,ノーザンテースト,Nearctic,Nearctic,Nearctic,Nearctic,St.Simon,Nearctic,Nearctic,Fairway,St.Simon,St.Simon,St.Simon,Nasrullah,Hampton,Hampton,Nearctic,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,プリンスキロ系,ノーザンダンサー系,ノーザンダンサー系,フェアトライアル系,リボー系,リボー系,リボー系,ボールドルーラー系,ファイントップ系,ファイントップ系,ノーザンダンサー系
パイロ,ボールドルーラー系,collabo_1025,1200m〜1600m,早熟,◎,A,B,C,B,B,,,Pulpit,エーピーインディ,シアトルスルー,Bold Reasoning,セクレタリアト,ミスタープロスペクター,Raise a Native,Honest Pleasure,ワイルドアゲイン,アイスカペイド,ニアークティック,Khaled,pass the tab,Al Hattab,Whitesburg,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Native Dancer,Native Dancer,Nasrullah,Nearctic,Nearctic,Nearctic,Hampton,Swynford,Swynford,Himyar,ボールドルーラー系,ボールドルーラー系,ボールドルーラー系,ボールドルーラー系,ボールドルーラー系,レイズアネイティヴ系,レイズアネイティヴ系,ボールドルーラー系,ニアークティック系,ニアークティック系,ニアークティック系,カーレッド系,ブレニム系,ブレニム系,ヒムヤー系
パイロ,ボールドルーラー系,5,1200m〜1600m,早熟,◎,A,B,C,B,B,,,Pulpit,エーピーインディ,シアトルスルー,Bold Reasoning,セクレタリアト,ミスタープロスペクター,Raise a Native,Honest Pleasure,ワイルドアゲイン,アイスカペイド,ニアークティック,Khaled,pass the tab,Al Hattab,Whitesburg,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Native Dancer,Native Dancer,Nasrullah,Nearctic,Nearctic,Nearctic,Hampton,Swynford,Swynford,Himyar,ボールドルーラー系,ボールドルーラー系,ボールドルーラー系,ボールドルーラー系,ボールドルーラー系,レイズアネイティヴ系,レイズアネイティヴ系,ボールドルーラー系,ニアークティック系,ニアークティック系,ニアークティック系,カーレッド系,ブレニム系,ブレニム系,ヒムヤー系
ヒサシマル,ボールドルーラー系,1006,1800m〜2000m,普通,〇,C,B,C,C,C,,,セクレタリアト,ボールドルーラー,ナスルーラ,ネアルコ,Discovery,プリンスキロ,Prince Rose,Caruso,ヴェイグリーノーブル,ヴィエナ,Aureole,ネアルコ,クリムゾンサタン,Spy Song,Prince Bio,Nasrullah,Nasrullah,Nasrullah,Phalaris,Matchem,St.Simon,St.Simon,Eclipse,Hampton,Hampton,Hampton,Phalaris,Himyar,Himyar,St.Simon,ボールドルーラー系,ボールドルーラー系,ナスルーラ系,ネアルコ系,マッチェム系,プリンスキロ系,プリンスローズ系,エクリプス系,オリオール系,オリオール系,オリオール系,ネアルコ系,ヒムヤー系,ヒムヤー系,プリンスビオ系
ヒシマサル,ボールドルーラー系,5,1800m〜2000m,普通,〇,C,B,C,C,C,,,セクレタリアト,ボールドルーラー,ナスルーラ,ネアルコ,Discovery,プリンスキロ,Prince Rose,Caruso,ヴェイグリーノーブル,ヴィエナ,Aureole,ネアルコ,クリムゾンサタン,Spy Song,Prince Bio,Nasrullah,Nasrullah,Nasrullah,Phalaris,Matchem,St.Simon,St.Simon,Eclipse,Hampton,Hampton,Hampton,Phalaris,Himyar,Himyar,St.Simon,ボールドルーラー系,ボールドルーラー系,ナスルーラ系,ネアルコ系,マッチェム系,プリンスキロ系,プリンスローズ系,エクリプス系,オリオール系,オリオール系,オリオール系,ネアルコ系,ヒムヤー系,ヒムヤー系,プリンスビオ系
ヒシミラクル,ファイントップ系,5,1800m〜2200m,晩成,〇,B,A,C,C,C,,,サッカーボーイ,ディクタス,Sanctus,Fine Top,Worden,ノーザンテースト,ノーザンダンサー,プリンスリーギフト,シェイディハイツ,シャーリーハイツ,ミルリーフ,Bold Lad,ラナーク,Grey Sovereign,フィダルゴ,Hampton,Hampton,Hampton,Hampton,St.Simon,Nearctic,Nearctic,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Phalaris,ファイントップ系,ファイントップ系,ファイントップ系,ファイントップ系,ワイルドリスク系,ノーザンダンサー系,ノーザンダンサー系,プリンスリーギフト系,ネヴァーベンド系,ネヴァーベンド系,ネヴァーベンド系,ボールドルーラー系,グレイソヴリン系,グレイソヴリン系,ネアルコ系
ヒルノダムール,ヘイルトゥリーズン系,5,1800m〜3200m,普通,〇,B,B,C,B,B,,,マンハッタンカフェ,サンデーサイレンス,ヘイロー,ヘイルトゥリーズン,アンダースタンディング,Law Society,アレッジド,Luciano,ラムタラ,ニジンスキー,ノーザンダンサー,ブラッシンググルーム,L'Emigrant,ザミンストレル,ブリガディアジェラード,Royal Charger,Royal Charger,Royal Charger,Royal Charger,Teddy,St.Simon,St.Simon,Hampton,Nearctic,Nearctic,Nearctic,Nasrullah,Nearctic,Nearctic,Fairway,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,テディ系,リボー系,リボー系,オーエンテューダー系,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,レッドゴッド系,ノーザンダンサー系,ノーザンダンサー系,フェアトライアル系
ビコーペガサス,ノーザンダンサー系,5,1400m〜1600m,晩成,〇,C,B,C,C,C,,,ダンチヒ,ノーザンダンサー,ニアークティック,ネアルコ,ネイティヴダンサー,Admiral's Voyage,Crafty Admiral,Petition,Condorcet,リュティエ,Klairon,Pan,Varano,Darius,Arctic Prince,Nearctic,Nearctic,Nearctic,Phalaris,Native Dancer,Teddy,Teddy,Fairway,Herod,Herod,Herod,Teddy,Phalaris,Phalaris,St.Simon,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,ネアルコ系,ネイティヴダンサー系,テディ系,テディ系,フェアトライアル系,クラリオン系,クラリオン系,クラリオン系,テディ系,ダンテ系,ダンテ系,プリンスローズ系
ビッグゴールド,ヘイルトゥリーズン系,5,1200m〜2200m,普通,◎,B,B,C,C,B,,,ブライアンズタイム,ロベルト,ヘイルトゥリーズン,Turn-to,ナシュア,グロースターク,Ribot,Hasty Road,ミスタープロスペクター,Raise a Native,ネイティヴダンサー,ナシュア,Raise a Cup,Raise a Native,ティムタム,Royal Charger,Royal Charger,Royal Charger,Royal Charger,Nasrullah,St.Simon,St.Simon,Teddy,Native Dancer,Native Dancer,Native Dancer,Nasrullah,Native Dancer,Native Dancer,Tom Fool,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ロイヤルチャージャー系,ナスルーラ系,リボー系,リボー系,テディ系,レイズアネイティヴ系,レイズアネイティヴ系,ネイティヴダンサー系,ナスルーラ系,レイズアネイティヴ系,レイズアネイティヴ系,トムフール系
ファスリエフ,ノーザンダンサー系,5,1200m〜1800m,早熟,◎,B,A,C,C,A,,,ヌレイエフ,ノーザンダンサー,ニアークティック,ネアルコ,ネイティヴダンサー,フォルリ,Aristophanes,Nantallah,ミスタープロスペクター,Raise a Native,ネイティヴダンサー,ナシュア,ネヴァーベンド,ナスルーラ,Tatan,Nearctic,Nearctic,Nearctic,Phalaris,Native Dancer,Hampton,Hampton,Nasrullah,Native Dancer,Native Dancer,Native Dancer,Nasrullah,Nasrullah,Nasrullah,Fairway,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,ネアルコ系,ネイティヴダンサー系,ハイペリオン系,ハイペリオン系,ナスルーラ系,レイズアネイティヴ系,レイズアネイティヴ系,ネイティヴダンサー系,ナスルーラ系,ネヴァーベンド系,ナスルーラ系,フェアウェイ系
フサイチコンコルド,ノーザンダンサー系,5,1200m〜1800m,普通,〇,B,C,B,B,C,,,カーリアン,ニジンスキー,ノーザンダンサー,ニアークティック,ブルページ,ラウンドテーブル,プリンスキロ,ヘイルトゥリーズン,サドラーズウェルズ,ノーザンダンサー,ニアークティック,Bold Reason,イングリッシュプリンス,ペティンゴ,ヴァルドロワール,Nearctic,Nearctic,Nearctic,Nearctic,Teddy,St.Simon,St.Simon,Royal Charger,Nearctic,Nearctic,Nearctic,Royal Charger,Fairway,Fairway,Swynford,ノーザンダンサー系,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,テディ系,プリンスキロ系,プリンスキロ系,ヘイルトゥリーズン系,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,ヘイルトゥリーズン系,フェアトライアル系,フェアトライアル系,ブラントーム系
フラッシュボイス,オーエンテューダー系,1006,1600m〜2200m,晩成,△,B,B,B,C,C,,,フィリップオブスペイン,テューダーメロディ,テューダーミンストレル,Owen Tudor,ダンテ,マタドア,Golden Cloud,Pylon,ダイハード,ネヴァーセイダイ,ナスルーラ,Brumeux,タカマガハラ,クリノハナ,セフト,Hampton,Hampton,Hampton,Hampton,Phalaris,Eclipse,Eclipse,Phalaris,Nasrullah,Nasrullah,Nasrullah,Teddy,Swynford,Swynford,Herod,オーエンテューダー系,オーエンテューダー系,オーエンテューダー系,オーエンテューダー系,ダンテ系,エクリプス系,エクリプス系,ファロス系,ネヴァーセイダイ系,ネヴァーセイダイ系,ナスルーラ系,テディ系,ブランドフォード系,ブランドフォード系,ヘロド系
ブラックホーク,ノーザンダンサー系,5,1200m〜1800m,晩成,〇,B,B,B,C,C,,,ヌレイエフ,ノーザンダンサー,ニアークティック,ネアルコ,ネイティヴダンサー,フォルリ,Aristophanes,Nantallah,シルヴァーホーク,ロベルト,ヘイルトゥリーズン,アメリゴ,Chieftain,ボールドルーラー,マームード,Nearctic,Nearctic,Nearctic,Phalaris,Native Dancer,Hampton,Hampton,Nasrullah,Royal Charger,Royal Charger,Royal Charger,Phalaris,Nasrullah,Nasrullah,Swynford,ノーザンダンサー系,ノーザンダンサー系,ニアークティック系,ネアルコ系,ネイティヴダンサー系,ハイペリオン系,ハイペリオン系,ナスルーラ系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ネアルコ系,ボールドルーラー系,ボールドルーラー系,ブレニム系
ホウシュウリッチ,ボワルセル系,5,1600m〜2000m,普通,△,B,B,C,C,C,,,ダイコーター,ヒンドスタン,Bois Roussel,Vatout,Solario,Lillolkid,Jack High,Bon Homme,トサミドリ,プリメロ,Blandford,Flamboyant,Mieuxce,Massine,Solario,St.Simon,St.Simon,St.Simon,St.Simon,Hampton,Eclipse,Eclipse,Eclipse,Swynford,Swynford,Swynford,Eclipse,St.Simon,St.Simon,Hampton,ボワルセル系,ボワルセル系,ボワルセル系,セントサイモン系,ハンプトン系,エクリプス系,エクリプス系,エクリプス系,ブランドフォード系,ブランドフォード系,ブランドフォード系,エクリプス系,セントサイモン系,セントサイモン系,ハンプトン系
ホクトヘリオス,ヘイルトゥリーズン系,5,1200m〜1800m,普通,△,B,B,C,B,B,,,パーソナリティ,ヘイルトゥリーズン,Turn-to,Royal Charger,Blue Swords,Swaps,Khaled,War Admiral,ボールドリック,ラウンドテーブル,プリンスキロ,Johnstown,Turn to Reason,ヘイルトゥリーズン,Gallant Man,Royal Charger,Royal Charger,Royal Charger,Royal Charger,Himyar,Hampton,Hampton,Matchem,St.Simon,St.Simon,St.Simon,Hampton,Royal Charger,Royal Charger,St.Simon,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ロイヤルチャージャー系,ロイヤルチャージャー系,ヒムヤー系,カーレッド系,カーレッド系,マンノウォー系,プリンスキロ系,プリンスキロ系,プリンスキロ系,ハンプトン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ボワルセル系
ホッカイルソー,インテント系,5,2200m〜2500m,普通,△,C,B,C,C,B,,,マークオブディスティンクション,ノウンファクト,インリアリティ,Intentionally,ティムタム,アイスカペイド,ニアークティック,ロベルト,ホッカイダイヤ,Waidwerk,Neckar,Molvedo,Ambiopoise,Ambiorix,ネイティヴダンサー,Matchem,Matchem,Matchem,Matchem,Tom Fool,Nearctic,Nearctic,Royal Charger,Eclipse,Eclipse,Eclipse,St.Simon,Herod,Herod,Native Dancer,インテント系,インテント系,インテント系,インテント系,トムフール系,ニアークティック系,ニアークティック系,ヘイルトゥリーズン系,エクリプス系,エクリプス系,エクリプス系,リボー系,トウルビヨン系,トウルビヨン系,ネイティヴダンサー系
ホワイトチョコ,ヘイルトゥリーズン系,whiteday_01,1200m〜1500m,普通,◎,C,B,C,C,C,,,タイムパラドックス,ブライアンズタイム,ロベルト,ヘイルトゥリーズン,グロースターク,アルザオ,リファール,ボールドラッド,サクラユタカオー,テスコボーイ,プリンスリーギフト,ネヴァービート,ノーザンテースト,ノーザンダンサー,Globemaster,Royal Charger,Royal Charger,Royal Charger,Royal Charger,St.Simon,Nearctic,Nearctic,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Nasrullah,Nearctic,Nearctic,Hampton,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,ヘイルトゥリーズン系,リボー系,ノーザンダンサー系,ノーザンダンサー系,ボールドルーラー系,プリンスリーギフト系,プリンスリーギフト系,プリンスリーギフト系,ネヴァーセイダイ系,ノーザンダンサー系,ノーザンダンサー系,ハイペリオン系
